     0.500          -285.65157          -285.67940          -285.67982
     0.501          -285.66187          -285.68983          -285.69024
     0.502          -285.67212          -285.70021          -285.70062
     0.503          -285.68232          -285.71054          -285.71095
     0.504          -285.69248          -285.72082          -285.72123
     0.505          -285.70258          -285.73105          -285.73145
     0.506          -285.71264          -285.74123          -285.74163
     0.507          -285.72264          -285.75136          -285.75176
     0.508          -285.73260          -285.76144          -285.76184
     0.509          -285.74251          -285.77147          -285.77187
     0.510          -285.75238          -285.78146          -285.78186
     0.511          -285.76220          -285.79139          -285.79179
     0.512          -285.77197          -285.80128          -285.80168
     0.513          -285.78169          -285.81113          -285.81153
     0.514          -285.79137          -285.82092          -285.82132
     0.515          -285.80101          -285.83067          -285.83107
     0.516          -285.81060          -285.84038          -285.84077
     0.517          -285.82014          -285.85003          -285.85043
     0.518          -285.82964          -285.85964          -285.86004
     0.519          -285.83909          -285.86921          -285.86961
     0.520          -285.84850          -285.87873          -285.87913
     0.521          -285.85787          -285.88821          -285.88860
     0.522          -285.86719          -285.89764          -285.89804
     0.523          -285.87647          -285.90703          -285.90742
     0.524          -285.88571          -285.91637          -285.91677
     0.525          -285.89490          -285.92567          -285.92607
     0.526          -285.90405          -285.93493          -285.93532
     0.527          -285.91316          -285.94414          -285.94454
     0.528          -285.92223          -285.95332          -285.95371
     0.529          -285.93125          -285.96244          -285.96283
     0.530          -285.94023          -285.97153          -285.97192
     0.531          -285.94918          -285.98057          -285.98096
     0.532          -285.95808          -285.98957          -285.98996
     0.533          -285.96694          -285.99853          -285.99892
     0.534          -285.97576          -286.00745          -286.00784
     0.535          -285.98454          -286.01633          -286.01672
     0.536          -285.99328          -286.02517          -286.02555
     0.537          -286.00198          -286.03396          -286.03435
     0.538          -286.01064          -286.04272          -286.04310
     0.539          -286.01926          -286.05143          -286.05181
     0.540          -286.02784          -286.06011          -286.06049
     0.541          -286.03638          -286.06874          -286.06912
     0.542          -286.04489          -286.07733          -286.07772
     0.543          -286.05335          -286.08589          -286.08627
     0.544          -286.06178          -286.09441          -286.09479
     0.545          -286.07017          -286.10288          -286.10326
     0.546          -286.07852          -286.11132          -286.11170
     0.547          -286.08683          -286.11972          -286.12010
     0.548          -286.09511          -286.12808          -286.12846
     0.549          -286.10335          -286.13641          -286.13679
     0.550          -286.11155          -286.14469          -286.14507
     0.551          -286.11971          -286.15294          -286.15332
     0.552          -286.12784          -286.16115          -286.16153
     0.553          -286.13593          -286.16932          -286.16970
     0.554          -286.14399          -286.17746          -286.17783
     0.555          -286.15201          -286.18556          -286.18593
     0.556          -286.15999          -286.19362          -286.19399
     0.557          -286.16794          -286.20164          -286.20202
     0.558          -286.17585          -286.20963          -286.21001
     0.559          -286.18372          -286.21758          -286.21796
     0.560          -286.19157          -286.22550          -286.22587
     0.561          -286.19937          -286.23338          -286.23375
     0.562          -286.20714          -286.24122          -286.24160
     0.563          -286.21488          -286.24903          -286.24941
     0.564          -286.22258          -286.25681          -286.25718
     0.565          -286.23025          -286.26455          -286.26492
     0.566          -286.23788          -286.27225          -286.27262
     0.567          -286.24548          -286.27992          -286.28029
     0.568          -286.25305          -286.28755          -286.28793
     0.569          -286.26058          -286.29515          -286.29552
     0.570          -286.26808          -286.30272          -286.30309
     0.571          -286.27554          -286.31025          -286.31062
     0.572          -286.28297          -286.31775          -286.31812
     0.573          -286.29037          -286.32521          -286.32558
     0.574          -286.29774          -286.33264          -286.33301
     0.575          -286.30507          -286.34004          -286.34041
     0.576          -286.31237          -286.34740          -286.34777
     0.577          -286.31964          -286.35473          -286.35510
     0.578          -286.32688          -286.36203          -286.36240
     0.579          -286.33408          -286.36929          -286.36966
     0.580          -286.34125          -286.37652          -286.37689
     0.581          -286.34839          -286.38372          -286.38409
     0.582          -286.35550          -286.39089          -286.39126
     0.583          -286.36258          -286.39802          -286.39839
     0.584          -286.36962          -286.40513          -286.40550
     0.585          -286.37664          -286.41220          -286.41257
     0.586          -286.38362          -286.41924          -286.41961
     0.587          -286.39057          -286.42624          -286.42662
     0.588          -286.39750          -286.43322          -286.43359
     0.589          -286.40439          -286.44017          -286.44054
     0.590          -286.41125          -286.44708          -286.44745
     0.591          -286.41808          -286.45396          -286.45434
     0.592          -286.42488          -286.46082          -286.46119
     0.593          -286.43165          -286.46764          -286.46802
     0.594          -286.43839          -286.47443          -286.47481
     0.595          -286.44510          -286.48120          -286.48158
     0.596          -286.45178          -286.48793          -286.48832
     0.597          -286.45843          -286.49463          -286.49503
     0.599          -286.47164          -286.50796          -286.50836
     0.600          -286.47820          -286.51566          -286.51995
     0.601          -286.48474          -286.52117          -286.52160
     0.602          -286.49124          -286.52853          -286.53210
     0.603          -286.49772          -286.53493          -286.53814
     0.604          -286.50417          -286.54131          -286.54418
     0.605          -286.51059          -286.54766          -286.55021
     0.606          -286.51698          -286.55399          -286.55624
     0.607          -286.52334          -286.56030          -286.56227
     0.608          -286.52627          -286.56638          -286.56675
     0.609          -286.53598          -286.57287          -286.57434
     0.610          -286.54226          -286.57912          -286.58040
     0.611          -286.54851          -286.58536          -286.58646
     0.612          -286.55473          -286.59158          -286.59254
     0.613          -286.56093          -286.59778          -286.59863
     0.614          -286.56710          -286.60396          -286.60472
     0.615          -286.57324          -286.61012          -286.61081
     0.616          -286.57935          -286.61626          -286.61689
     0.617          -286.58544          -286.62237          -286.62296
     0.618          -286.59150          -286.62846          -286.62901
     0.619          -286.59753          -286.63452          -286.63505
     0.620          -286.60354          -286.64056          -286.64106
     0.621          -286.60952          -286.64657          -286.64706
     0.622          -286.61547          -286.65255          -286.65303
     0.623          -286.62140          -286.65851          -286.65897
     0.624          -286.62730          -286.66444          -286.66490
     0.625          -286.63317          -286.67035          -286.67079
     0.626          -286.63902          -286.67623          -286.67667
     0.627          -286.64484          -286.68208          -286.68251
     0.628          -286.65064          -286.68791          -286.68833
     0.629          -286.65641          -286.69371          -286.69413
     0.630          -286.66216          -286.69949          -286.69990
     0.631          -286.66788          -286.70524          -286.70565
     0.632          -286.67358          -286.71096          -286.71137
     0.633          -286.67925          -286.71666          -286.71706
     0.634          -286.68489          -286.72233          -286.72273
     0.635          -286.69051          -286.72798          -286.72838
     0.636          -286.69611          -286.73360          -286.73400
     0.637          -286.70168          -286.73920          -286.73959
     0.638          -286.70722          -286.74477          -286.74516
     0.639          -286.71274          -286.75031          -286.75071
     0.640          -286.71574          -286.75594          -286.75631
     0.641          -286.72371          -286.76133          -286.76173
     0.642          -286.72671          -286.76691          -286.76728
     0.643          -286.73459          -286.77226          -286.77264
     0.644          -286.73999          -286.77768          -286.77807
     0.645          -286.74536          -286.78308          -286.78347
     0.646          -286.75072          -286.78846          -286.78884
     0.647          -286.75605          -286.79381          -286.79419
     0.648          -286.76135          -286.79913          -286.79952
     0.649          -286.76433          -286.80453          -286.80490
     0.650          -286.77189          -286.80972          -286.81010
     0.651          -286.77713          -286.81498          -286.81536
     0.652          -286.78234          -286.82021          -286.82059
     0.653          -286.78753          -286.82542          -286.82580
     0.654          -286.79270          -286.83060          -286.83098
     0.655          -286.79784          -286.83577          -286.83615
     0.656          -286.80296          -286.84091          -286.84129
     0.657          -286.80806          -286.84602          -286.84640
     0.658          -286.81101          -286.85121          -286.85157
     0.659          -286.81819          -286.85619          -286.85657
     0.660          -286.82113          -286.86133          -286.86169
     0.661          -286.82823          -286.86627          -286.86664
     0.662          -286.83322          -286.87127          -286.87165
     0.663          -286.83818          -286.87625          -286.87663
     0.664          -286.84111          -286.88129          -286.88166
     0.665          -286.84804          -286.88615          -286.88652
     0.666          -286.85294          -286.89106          -286.89144
     0.667          -286.85782          -286.89596          -286.89633
     0.668          -286.86268          -286.90083          -286.90120
     0.669          -286.86558          -286.90576          -286.90613
     0.670          -286.87232          -286.91051          -286.91088
     0.671          -286.87711          -286.91531          -286.91568
     0.672          -286.88189          -286.92010          -286.92047
     0.673          -286.88477          -286.92494          -286.92531
     0.674          -286.89136          -286.92961          -286.92998
     0.675          -286.89607          -286.93433          -286.93470
     0.676          -286.90076          -286.93903          -286.93940
     0.677          -286.90542          -286.94371          -286.94408
     0.678          -286.91007          -286.94837          -286.94873
     0.679          -286.91469          -286.95300          -286.95337
     0.680          -286.91930          -286.95762          -286.95799
     0.681          -286.92388          -286.96222          -286.96259
     0.682          -286.92845          -286.96680          -286.96716
     0.683          -286.93299          -286.97135          -286.97172
     0.684          -286.93751          -286.97589          -286.97625
     0.685          -286.94033          -286.98048          -286.98084
     0.686          -286.94650          -286.98490          -286.98526
     0.687          -286.95097          -286.98937          -286.98974
     0.688          -286.95541          -286.99383          -286.99419
     0.689          -286.95983          -286.99826          -286.99863
     0.690          -286.96424          -287.00268          -287.00305
     0.691          -286.96862          -287.00708          -287.00744
     0.692          -286.97299          -287.01145          -287.01182
     0.693          -286.97576          -287.01588          -287.01624
     0.694          -286.98167          -287.02015          -287.02051
     0.695          -286.98597          -287.02447          -287.02483
     0.696          -286.99026          -287.02877          -287.02913
     0.697          -286.99454          -287.03305          -287.03341
     0.698          -286.99879          -287.03731          -287.03767
     0.699          -287.00302          -287.04155          -287.04191
     0.700          -287.00724          -287.04578          -287.04614
     0.701          -287.01143          -287.04998          -287.05034
     0.702          -287.01561          -287.05417          -287.05453
     0.703          -287.01977          -287.05833          -287.05870
     0.704          -287.02246          -287.06255          -287.06291
     0.705          -287.02803          -287.06661          -287.06697
     0.706          -287.03213          -287.07073          -287.07109
     0.707          -287.03622          -287.07482          -287.07518
     0.708          -287.04029          -287.07890          -287.07926
     0.709          -287.04434          -287.08296          -287.08331
     0.710          -287.04837          -287.08700          -287.08735
     0.711          -287.05239          -287.09102          -287.09138
     0.712          -287.05638          -287.09502          -287.09538
     0.713          -287.06036          -287.09901          -287.09937
     0.714          -287.06432          -287.10298          -287.10334
     0.715          -287.06827          -287.10693          -287.10729
     0.716          -287.07220          -287.11086          -287.11122
     0.717          -287.07610          -287.11478          -287.11514
     0.718          -287.07869          -287.11874          -287.11910
     0.719          -287.08387          -287.12256          -287.12292
     0.720          -287.08773          -287.12642          -287.12678
     0.721          -287.09157          -287.13027          -287.13063
     0.722          -287.09540          -287.13410          -287.13446
     0.723          -287.09920          -287.13792          -287.13827
     0.724          -287.10299          -287.14171          -287.14207
     0.725          -287.10677          -287.14549          -287.14585
     0.726          -287.11053          -287.14926          -287.14961
     0.727          -287.11427          -287.15300          -287.15336
     0.728          -287.11799          -287.15673          -287.15709
     0.729          -287.12170          -287.16045          -287.16080
     0.730          -287.12539          -287.16414          -287.16450
     0.731          -287.12907          -287.16782          -287.16818
     0.732          -287.13273          -287.17149          -287.17184
     0.733          -287.13637          -287.17514          -287.17549
     0.734          -287.13883          -287.17883          -287.17918
     0.735          -287.14361          -287.18239          -287.18274
     0.736          -287.14720          -287.18599          -287.18634
     0.737          -287.15078          -287.18957          -287.18992
